X (m),Y (m),Z (m),Dx
-0.002897024,0.047073742,0.185156021,9.86E-05
-0.002908995,0.025614733,0.424909121,0.000666112
-0.002918305,0.00116304,0.42685272,9.83E-05
-0.002923517,0.072351031,0.380849343,0.000255062
-0.002926302,0.1170487,0.181865276,7.67E-05
-0.002929966,0.004263133,0.426867974,0.00016425
-0.002938013,0.056695798,0.163892102,0.000723338
-0.002948943,0.07997768,0.409793156,0.000705908
-0.002950372,0.050945204,0.185145346,9.62E-05
-0.002954144,0.12470082,0.179984548,9.45E-05
-0.002962119,0.124694534,0.177989253,0.000109492
-0.002978032,0.103275655,0.394784285,0.000675905
-0.002983565,0.10915062,0.172341539,0.000153759
-0.002986814,0.039234464,0.162091734,0.000177237
-0.003010786,0.033382653,0.424933936,0.000671061
-0.003015469,0.103350844,0.383644849,0.00036255
-0.00302168,0.080145408,0.184165163,0.000347709
-0.003025287,0.064444363,0.417418507,0.000696478
-0.003025463,0.120804987,0.175576563,0.000145208
-0.003036065,0.095504553,0.402175538,0.000708345
-0.00304544,0.043118226,0.162120369,0.00017676
-0.003073887,0.103301834,0.170586873,0.000653981
-0.003095209,0.120895983,0.181821546,8.23E-05
-0.003101465,0.111058243,0.388281369,0.000549449
-0.003110253,0.046998757,0.162137431,0.000175193
-0.003114368,0.080087229,0.380843406,0.00024589
-0.003117213,0.010151708,0.379309058,4.96E-05
-0.003124992,0.128540716,0.180008753,9.77E-05
-0.003129177,0.113030064,0.172455208,0.000158826
-0.003130605,0.041150624,0.424928512,0.000671144
-0.003144282,0.064465226,0.163834378,0.000724533
-0.003154331,0.128538117,0.177946089,0.000110993
-0.003181024,0.050875355,0.162140991,0.000174199
-0.003215144,0.087740015,0.409789103,0.000706524
-0.003215812,0.124676848,0.175559401,0.000138475
-0.003227068,0.003128205,0.379275676,4.13E-05
-0.003245067,0.087965625,0.184208925,0.000339382
-0.003246313,0.072207916,0.417414738,0.00069734
-0.003259688,0.001160238,0.430398501,9.25E-05
-0.003271017,0.048916364,0.424927229,0.00067143
-0.003274411,0.004254907,0.430434351,0.000155461
-0.00327814,0.124732004,0.181821728,9.40E-05
-0.003297244,0.116903967,0.172498266,0.000163355
-0.003310575,0.087828053,0.380800228,0.000248529
-0.003319279,0.111038043,0.394759239,0.000680607
-0.003337686,0.11111652,0.383606934,0.000352946
-0.003346388,0.072238363,0.16384155,0.000721722
-0.003356584,0.103268833,0.402168186,0.00070968
-0.003371975,0.132363855,0.177896835,0.000116198
-0.003415009,0.128537119,0.175491315,0.000137773
-0.003439519,0.041255197,0.379183348,3.60E-05
-0.003441278,0.056679154,0.424943161,0.000674258
-0.003448819,0.128584238,0.181878832,9.19E-05
-0.003454639,0.118806451,0.388310222,0.000531849
-0.003456508,0.095743247,0.184234381,0.000342832
-0.003469519,0.120775186,0.172560999,0.00016297
-0.003472579,0.010057261,0.432058244,0.000600659
-0.003492428,0.079972694,0.417410043,0.000697977
-0.003512613,0.09550125,0.409785021,0.000707727
-0.003512882,0.017845557,0.431948015,0.000599008
-0.003529164,0.095633136,0.380830975,0.000209661
-0.003541066,0.109119561,0.169182904,0.000170259
-0.003576208,0.080007369,0.163862863,0.000721443
-0.003578591,0.025621248,0.431914125,0.00059495
-0.003592483,0.001155023,0.433686285,8.31E-05
-0.003609603,0.004238698,0.433756161,0.00014049
-0.00361009,0.136231167,0.177832831,0.000121024
-0.003621425,0.132383466,0.175382278,0.000137812
-0.003640147,0.064441051,0.424945561,0.000676399
-0.0036478,0.124650378,0.172625,0.000160867
-0.003664783,0.11883851,0.383629027,0.000366013
-0.003674376,0.033387393,0.431958644,0.000595174
-0.003686043,0.11879855,0.394736919,0.000684393
-0.003695272,0.103473796,0.18426861,0.000329642
-0.003699088,0.111032356,0.402161763,0.000710603
-0.003704924,0.113005158,0.169217666,0.000173495
-0.003731238,0.127880199,0.173097532,8.11E-05
-0.003750416,0.103442404,0.380911357,0.000181674
-0.003760068,0.019907673,0.378822943,4.23E-05
-0.003761781,0.087735905,0.417407833,0.000698787
-0.003794801,0.041155732,0.431944995,0.000594278
-0.003796184,0.134362438,0.180949589,0.000392589
-0.003825533,0.087776148,0.163898714,0.000725795
-0.003835416,0.103264537,0.409782246,0.00070886
-0.00383713,0.140149547,0.177761938,0.000123185
-0.003842999,0.136244724,0.175321123,0.000136771
-0.003845428,0.1266127,0.388334299,0.000531708
-0.003849955,0.015954582,0.378812703,4.56E-05
-0.0038631,0.072204189,0.424945614,0.000678289
-0.003884815,0.11689006,0.169200172,0.000173396
-0.003909632,0.012115224,0.378723313,3.44E-05
-0.00391974,0.001149655,0.436622443,7.24E-05
-0.003926791,0.008220551,0.378722987,3.51E-05
-0.003947407,0.073712648,0.379414745,4.20E-05
-0.003948615,0.048921494,0.431992528,0.000603893
-0.00395144,0.004219967,0.436794781,0.00012812
-0.003957276,0.111228812,0.184233391,0.000335326
-0.003974463,0.111203889,0.381020191,0.0001572
-0.003974776,0.129176347,0.172014614,7.93E-05
-0.003987284,0.139492351,0.175708151,6.86E-05
-0.004003219,0.003102014,0.156795311,0.000573051
-0.004019185,0.010084427,0.156812439,0.000718238
-0.004047593,0.144036754,0.177698177,0.000123108
-0.00405189,0.017850609,0.156844344,0.000722562
-0.004058984,0.095496661,0.417402371,0.000699132
-0.004059537,0.120768648,0.169241562,0.000175903
-0.004063287,0.132408224,0.172473766,0.000156793
-0.004069088,0.118793142,0.40216144,0.000710076
-0.004072873,0.078839596,0.379425806,4.06E-05
-0.004082882,0.126610335,0.39473141,0.000683943
-0.004086606,0.023761429,0.186877973,9.08E-05
-0.004095503,0.126548901,0.383567915,0.000393087
-0.004097501,0.095542735,0.163915965,0.00072722
-0.004106451,0.132362295,0.386878814,0.000120746
-0.004110386,0.131786267,0.389141597,7.67E-05
-0.004113117,0.079968231,0.424940298,0.000679514
-0.004126318,0.039346205,0.378752435,3.02E-05
-0.004126793,0.056682948,0.432061669,0.000611252
-0.004137984,0.025625703,0.156829833,0.000724774
-0.004138364,0.027672739,0.186876499,9.02E-05
-0.004169545,0.140810134,0.174808885,6.67E-05
-0.004179761,0.111028477,0.409776734,0.000709276
-0.004184074,0.031571887,0.186903551,9.01E-05
-0.004206106,0.043225981,0.37868706,3.04E-05
-0.004207165,0.035458813,0.186920703,9.05E-05
-0.004211378,0.142144924,0.180872634,0.000420332
-0.004220838,0.133092184,0.390176687,7.17E-05
-0.004241004,0.124649396,0.16928483,0.000179805
-0.0042464,0.119068501,0.184228423,0.000337115
-0.004256409,0.033407337,0.156744678,0.000745651
-0.00427115,0.136280798,0.172438802,0.000157414
-0.004272781,0.118903621,0.381045681,0.00014003
-0.004290093,0.039343192,0.186947018,8.79E-05
-0.004299731,0.010022112,0.438121947,0.000483059
-0.004302992,0.144057051,0.175192357,0.000131845
-0.004305217,0.132399916,0.392950784,0.000160768
-0.004310256,0.01783434,0.43792799,0.000475018
-0.004314482,0.001146684,0.4391461,6.02E-05
-0.004327067,0.06444473,0.432089966,0.000616317
-0.004340228,0.089168293,0.379372862,4.36E-05
-0.004348417,0.136273901,0.386757911,0.000116732
-0.004358515,0.025644407,0.437868849,0.000468396
-0.004367833,0.004207365,0.439420374,0.000102165
-0.004383993,0.10325792,0.417397415,0.000699611
-0.004384475,0.087731905,0.424935433,0.000679517
-0.004384983,0.136272484,0.389568663,0.000148955
-0.004389039,0.041183208,0.156693719,0.000766765
-0.004392175,0.043230779,0.186988028,8.77E-05
-0.004404485,0.103301317,0.163910947,0.000727219
-0.004421591,0.047121483,0.186977493,8.76E-05
-0.004430191,0.1267682,0.18402764,0.000266319
-0.004440215,0.051008481,0.186949708,8.81E-05
-0.004440304,0.128539839,0.169258418,0.000177899
-0.004465863,0.126551331,0.402163305,0.000709596
-0.004472812,0.13236982,0.396527055,0.000173915
-0.004479768,0.033401026,0.437977265,0.000479631
-0.004486974,0.140179517,0.172424877,0.00015761
-0.004509382,0.048942147,0.156753222,0.000767945
-0.004519153,0.136247395,0.392909071,0.000166153
-0.004523355,0.125322436,0.381184722,6.18E-05
-0.004551628,0.118789615,0.409771265,0.000709288
-0.004552371,0.072207834,0.43210475,0.000618396
-0.00456396,0.025668234,0.378509326,0.000160378
-0.00457491,0.149868946,0.176480311,0.000524363
-0.004586936,0.140138928,0.386544327,0.000126959
-0.004607957,0.041184109,0.438000022,0.000492551
-0.004610006,0.134325452,0.383656898,0.000389313
-0.004611452,0.140132643,0.3894856,0.000155124
-0.004633398,0.134486199,0.183840048,0.000204136
-0.0046423,0.095713625,0.379353321,9.23E-05
-0.004653178,0.132429466,0.169212605,0.000174704
-0.004677302,0.056711448,0.156741496,0.00076031
-0.004681991,0.095494114,0.424931276,0.000680991
-0.004683748,0.033479849,0.378523216,0.000164521
-0.004690489,0.136251691,0.39651305,0.000174467
-0.004693689,0.140165817,0.384314715,8.91E-05
-0.004713433,0.144076416,0.172367883,0.000155999
-0.004713535,0.149937743,0.181099774,0.00043767
-0.004733783,0.111021429,0.417400479,0.000702509
-0.004743552,0.140133588,0.392885032,0.000168287
-0.004754178,0.103537526,0.379507947,0.000106854
-0.004754201,0.111073933,0.163809299,0.00074884
-0.004777384,0.048955836,0.438113166,0.000489425
-0.004800536,0.079968135,0.432105324,0.000620167
-0.004821259,0.144037025,0.386520406,0.000132406
-0.004842881,0.140927756,0.18361018,9.71E-05
-0.004844941,0.144025434,0.389512557,0.000155358
-0.00486495,0.136312015,0.16917951,0.000174951
-0.004870533,0.064481528,0.15671006,0.000755181
-0.004889355,0.134312081,0.402152735,0.000710984
-0.00489344,0.017922027,0.18741718,0.000280521
-0.004913595,0.111299925,0.379632285,0.000121983
-0.004914,0.140135693,0.396506589,0.000174301
-0.004918173,0.001148448,0.441393626,5.73E-05
-0.004931911,0.144065501,0.384225988,9.10E-05
-0.004945272,0.05670786,0.438154135,0.000481679
-0.004949762,0.124663074,0.165758104,0.000179886
-0.004951429,0.126549033,0.409767218,0.000709868
-0.004951489,0.04910093,0.37852111,0.000169198
-0.004957193,0.010160703,0.187406971,0.000265019
-0.004975913,0.144020884,0.392898042,0.000166933
-0.004981722,0.140229542,0.382610231,7.88E-05
-0.00499034,0.00420657,0.44162455,8.98E-05
-0.004991782,0.008703794,0.441474309,8.92E-05
-0.004992156,0.01914673,0.441105137,8.49E-05
-0.005011507,0.103254308,0.42494537,0.000685619
-0.00501459,0.024372537,0.441057884,8.37E-05
-0.005042976,0.003127947,0.187362626,0.000221774
-0.005051474,0.135706564,0.381410272,4.89E-05
-0.005051811,0.157662775,0.176452729,0.000532791
-0.005059022,0.147938228,0.386611547,0.000127169
-0.005072316,0.140198342,0.169164467,0.0001762
-0.005072571,0.087732747,0.432084613,0.000619512
-0.005087083,0.147918215,0.389527255,0.000152652
-0.005095139,0.072250047,0.156656917,0.000767887
-0.005103077,0.118838133,0.163847666,0.000733616
-0.005109059,0.118783356,0.417400359,0.000704025
-0.00512102,0.05692399,0.37851787,0.000166167
-0.00513377,0.064476854,0.438156607,0.000472436
-0.005143358,0.144019628,0.396503712,0.000174075
-0.005145021,0.128547176,0.165752316,0.00018025
-0.005151411,0.157762412,0.18109424,0.00042292
-0.005160318,0.147970067,0.38432599,9.49E-05
-0.005181579,0.064668652,0.378505479,0.000158331
-0.005196951,0.003130238,0.378249692,0.000118149
-0.00521194,0.1479077,0.39288326,0.00016666
-0.005221719,0.14414179,0.382523223,7.74E-05
-0.005232904,0.118998485,0.379655119,0.00014062
-0.005271006,0.012118877,0.378027031,3.69E-05
-0.005282884,0.019873138,0.37805936,3.71E-05
-0.005294581,0.144080102,0.169123834,0.000174234
-0.005294964,0.151820892,0.386599533,0.000121048
-0.005314183,0.015988628,0.378029041,3.70E-05
-0.005317432,0.141263357,0.381573807,4.59E-05
-0.005318365,0.008224099,0.378023599,3.72E-05
-0.005323277,0.151800418,0.38944184,0.000150082
-0.005334636,0.080016405,0.156646669,0.000772533
-0.005340707,0.142118565,0.402147714,0.000720673
-0.005356033,0.056885754,0.187504544,0.00027292
-0.00535764,0.072233164,0.438187831,0.000474433
-0.005365268,0.111013885,0.424977103,0.000690891
-0.005378205,0.095513281,0.432110085,0.000626922
-0.005378363,0.147902244,0.396492229,0.000174705
-0.005381254,0.134330153,0.409787632,0.000718828
-0.005388144,0.149920602,0.170659015,0.000666137
-0.00539943,0.151849992,0.384331525,9.71E-05
-0.005431152,0.148045049,0.382536922,8.15E-05
-0.005439434,0.064680907,0.187464368,0.000262356
-0.005449395,0.151788573,0.392813232,0.000169538
-0.005458113,0.03937535,0.378111678,3.58E-05
-0.005466203,0.126715302,0.379943837,0.000201666
-0.005492344,0.12816968,0.185690099,7.07E-05
-0.00551589,0.12655994,0.417420839,0.000712559
-0.005534437,0.043257827,0.378072177,3.20E-05
-0.005537656,0.155685923,0.386485456,0.000119778
-0.005548818,0.165442551,0.176330233,0.000535004
-0.005563726,0.15567164,0.389308992,0.000149221
-0.005572656,0.087780743,0.156716563,0.000758746
-0.00559605,0.072435253,0.378393667,0.000149614
-0.005601495,0.165515272,0.181004924,0.00042306
-0.005606518,0.079989321,0.438181776,0.000472851
-0.005620291,0.151781642,0.396470022,0.000175614
-0.00564171,0.155704725,0.384249478,9.50E-05
-0.005642755,0.072469425,0.18748314,0.000293762
-0.00566669,0.15190608,0.382488891,8.14E-05
-0.005693073,0.155661729,0.392716058,0.000173466
-0.005708213,0.103269011,0.432135212,0.000625338
-0.005724439,0.134598355,0.185612714,0.000156381
-0.005736977,0.124671769,0.162198374,0.000183805
-0.005741863,0.080217087,0.378377873,0.000151653
-0.005745486,0.118779642,0.424992003,0.00069194
-0.005771583,0.08026541,0.18740903,0.000319016
-0.005783915,0.159545309,0.386495551,0.000117608
-0.005798812,0.023789478,0.188261803,5.07E-05
-0.005804581,0.109072807,0.430583266,0.000166628
-0.005811456,0.149872266,0.402139793,0.000712564
-0.005817033,0.010003523,0.4431216,0.000227231
-0.005817055,0.017836232,0.442941474,0.000255057
-0.005818468,0.159537963,0.389301099,0.000149413
-0.005829053,0.095541399,0.156808051,0.000738366
-0.005832504,0.0334346,0.442462646,0.000314017
-0.0058368,0.142126743,0.40981989,0.000716952
-0.00586313,0.035504661,0.1883271,5.24E-05
-0.005863449,0.134502345,0.380027518,0.000234864
-0.005868239,0.15565603,0.39643417,0.000177206
-0.005870024,0.087756332,0.438108129,0.00046774
-0.005872747,0.134378097,0.163907821,0.00073808
-0.005883053,0.157672498,0.17060572,0.000663849
-0.005884287,0.039389686,0.188332257,5.27E-05
-0.005886065,0.027712312,0.188297034,5.47E-05
-0.005886966,0.001153716,0.443429971,4.92E-05
-0.00588847,0.159575896,0.384263163,9.78E-05
-0.00589796,0.142334206,0.185233398,0.000256942
-0.005917342,0.025678903,0.442898557,0.000255663
-0.005918087,0.031615141,0.188338885,5.55E-05
-0.005919764,0.088091094,0.18738753,0.000319973
-0.005925407,0.155740324,0.382446477,8.02E-05
-0.005933218,0.004217743,0.443558404,7.80E-05
-0.005936741,0.128560644,0.162167379,0.000184863
-0.005944423,0.087907965,0.378335224,0.000145773
-0.00595136,0.134353196,0.417451953,0.00071067
-0.005951603,0.159532303,0.39270469,0.000172746
-0.005975837,0.003103106,0.149971876,0.000552107
-0.005977951,0.043273365,0.188361919,5.21E-05
-0.005993917,0.112951859,0.430608002,0.000167909
-0.006006184,0.051071582,0.188299152,4.96E-05
-0.006011505,0.047163388,0.188335465,5.06E-05
-0.006019862,0.04123609,0.442562246,0.000325123
-0.006029642,0.010083577,0.149914222,0.000703053
-0.006036993,0.095859083,0.187361393,0.000303224
-0.006048329,0.163407584,0.386597635,0.000118178
-0.0060644,0.155649292,0.400217842,0.000178531
-0.006074497,0.017852162,0.149935421,0.000706454
-0.006089757,0.163406155,0.389397738,0.000148786
-0.006097938,0.17323976,0.176394076,0.000549621
-0.006104416,0.150121762,0.184896577,0.000347693
-0.006127743,0.159528477,0.396418569,0.00017752
-0.006132149,0.103301098,0.156826192,0.000729548
-0.006141298,0.173285596,0.181071211,0.000419005
-0.006143448,0.025628365,0.149943231,0.000707063
-0.006150094,0.163442085,0.384334454,9.91E-05
-0.006153096,0.126554751,0.425025373,0.000695951
-0.006165452,0.109092339,0.434078199,0.000150548
-0.006173846,0.095546902,0.438148054,0.00046747
-0.006184617,0.116834616,0.430600912,0.00016741
-0.00618896,0.159604679,0.382443041,8.10E-05
-0.006223358,0.163405737,0.392754765,0.000169533
-0.006269367,0.049037708,0.442755256,0.000328322
-0.006270102,0.103641997,0.187361327,0.000301166
-0.006271359,0.033406637,0.1498132,0.000697982
